sno sname sex cls collage grade major
20210013051 于光临 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013052 薛温茂 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013053 何永望 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013054 劳阳飇 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013055 满浩瀚 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013056 杜凯凯 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013057 车奇迈 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013058 赖茂典 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013059 乜皓轩 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013060 薛经武 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013061 濮文滨 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013062 巴同和 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013063 广宏儒 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013064 谢安宁 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013065 居嘉祥 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013066 高建华 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013067 金鸿宝 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013068 索德寿 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013069 班良哲 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013070 逢毅然 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013071 郜成弘 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013072 邴飞雨 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013073 越温纶 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013074 孟建元 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013075 蓬建木 男 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013076 苏瑾琳 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013077 贺娇洁 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013078 钟和璧 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013079 邓冠芳 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013080 程晶燕 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013081 吕玲丽 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013082 贾情文 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013083 赵高洁 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013084 段彦珺 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013085 孙仪芳 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013086 郭惠娅 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013087 袁天恩 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013088 武瑜璟 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013089 尹夏尔 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013090 潘虹颖 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013091 戴亚玲 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013092 贾米琪 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013093 谭清润 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013094 汪白筠 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013095 丁余馥 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013096 邹依霜 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013097 石湘灵 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013098 邱虹颖 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013099 苏米琪 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013100 段芷蝶 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013101 陈敏丽 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013102 钱水瑶 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013103 侯纯洁 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013104 黄曼云 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013105 陆海云 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013106 王玉华 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013107 江湛英 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013108 马冷菱 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013109 田芷茹 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013110 白从灵 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013111 汪颀秀 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013112 郭惠琴 女 2021运动康复1班 体育科学学院 2021 运动康复
20210013113 劳阳飇 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013114 满浩瀚 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013115 杜凯凯 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013116 车奇迈 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013117 赖茂典 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013118 乜皓轩 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013119 薛经武 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013120 濮文滨 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013121 巴同和 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013122 广宏儒 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013123 谢安宁 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013124 居嘉祥 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013125 高建华 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013126 金鸿宝 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013127 索德寿 男 2021运动康复1班 体育科学学院 2021 运动康复
20210013128 程晶燕 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013129 吕玲丽 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013130 贾情文 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013131 赵高洁 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013132 段彦珺 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013133 孙仪芳 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013134 郭惠娅 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013135 袁天恩 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013136 武瑜璟 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013137 尹夏尔 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013138 潘虹颖 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013139 戴亚玲 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013140 贾米琪 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013141 谭清润 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013142 汪白筠 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013143 丁余馥 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013144 邹依霜 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013145 石湘灵 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013146 邱虹颖 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013147 苏米琪 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013148 段芷蝶 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013149 陈敏丽 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013150 钱水瑶 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013151 侯纯洁 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013152 黄曼云 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013153 陆海云 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013154 王玉华 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013155 江湛英 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013156 马冷菱 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013157 田芷茹 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013158 白从灵 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013159 汪颀秀 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013160 郭惠琴 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013161 孙梦香 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013162 杜曼安 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013163 黄蕙芸 女 2021运动康复2班 体育科学学院 2021 运动康复
20210013164 常奇玮 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013165 孙凯乐 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013166 燕天纵 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013167 闻建元 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013168 鱼乐心 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013169 红星纬 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013170 陆开诚 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013171 于光临 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013172 薛温茂 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013173 何永望 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013174 劳阳飇 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013175 满浩瀚 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013176 杜凯凯 男 2021运动康复2班 体育科学学院 2021 运动康复
20210013177 邓冠芳 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013178 程晶燕 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013179 吕玲丽 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013180 贾情文 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013181 赵高洁 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013182 段彦珺 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013183 孙仪芳 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013184 郭惠娅 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013185 袁天恩 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013186 武瑜璟 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013187 尹夏尔 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013188 潘虹颖 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013189 戴亚玲 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013190 贾米琪 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013191 谭清润 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013192 汪白筠 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013193 丁余馥 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013194 邹依霜 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013195 石湘灵 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013196 邱虹颖 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013197 苏米琪 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013198 段芷蝶 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013199 陈敏丽 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013200 钱水瑶 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013201 侯纯洁 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013202 黄曼云 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013203 陆海云 女 2021运动康复3班 体育科学学院 2021 运动康复
20210013204 朱博学 男 2021运动康复3班 体育科学学院 2021 运动康复
20210013205 贾向荣 男 2021运动康复3班 体育科学学院 2021 运动康复
20210013206 常奇玮 男 2021运动康复3班 体育科学学院 2021 运动康复
20210013207 孙凯乐 男 2021运动康复3班 体育科学学院 2021 运动康复
20210013208 燕天纵 男 2021运动康复3班 体育科学学院 2021 运动康复
20210013209 闻建元 男 2021运动康复3班 体育科学学院 2021 运动康复
20210013210 鱼乐心 男 2021运动康复3班 体育科学学院 2021 运动康复
20210013211 红星纬 男 2021运动康复3班 体育科学学院 2021 运动康复
20210013212 陆开诚 男 2021运动康复3班 体育科学学院 2021 运动康复
20210013213 于光临 男 2021运动康复3班 体育科学学院 2021 运动康复
